Stock Invested in,Sector,Sector Total,Value(Mn),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName,Fund Name,Fund Id,MF ACF,MF Type
Divis Laboratories Ltd.,Pharmaceuticals,3.5,9.9,0.70%,-0.07%,1.6% (Jul 2023),0.7% (Feb 2024),2.84 k,0.00,Large Cap,43.44,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Power Grid Corporation of India Ltd.,Power - transmission,0.69,9.7,0.69%,0.03%,0.69% (Feb 2024),0% (Mar 2023),34.45 k,0.00,Large Cap,43.44,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Bharat Dynamics Ltd.,Aerospace & defense,1.45,9.6,0.68%,0.01%,1.15% (Mar 2023),0.4% (Oct 2023),5.32 k,0.00,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,3.5,9.5,0.67%,0.01%,1.03% (May 2023),0% (Mar 2023),3.56 k,0.00,Mid Cap,8.12,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
J.b. Chemicals & Pharmaceuticals Ltd.,Pharmaceuticals,3.5,9.4,0.67%,0.06%,0.94% (Apr 2023),0.54% (Oct 2023),6.04 k,1.10 k,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
"-
Coforge Ltd.",Computers - software & consulting,1.78,8.7,0.61%,0.00%,0.73% (Nov 2023),0.04% (Aug 2023),1.33 k,0.00,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
"-
Motherson Sumi Systems Ltd.",Auto components & equipments,2,8.5,0.60%,0.00%,0.73% (Dec 2023),0.49% (Mar 2023),71.55 k,0.00,Large Cap,43.44,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Bank Of Baroda,Public sector bank,0.53,8.2,0.58%,0.02%,0.58% (Feb 2024),0% (Mar 2023),30.95 k,0.00,Large Cap,43.44,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
"-
Metro Brands Ltd.",Footwear,0.56,8,0.56%,0.00%,0.58% (Nov 2023),0% (Mar 2023),7.01 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Lupin Ltd.,Pharmaceuticals,3.5,7.5,0.53%,0.02%,0.53% (Feb 2024),0% (Mar 2023),4.65 k,0.00,Large Cap,43.44,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Havells India Ltd.,Consumer electronics,1.01,7.3,0.51%,0.06%,0.75% (Nov 2023),0.45% (Jan 2024),4.76 k,0.00,Large Cap,43.44,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Endurance Technologies Ltd.,Auto components & equipments,2,7.3,0.51%,-0.09%,0.6% (Jan 2024),0% (Mar 2023),3.91 k,0.00,Mid Cap,8.12,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Kaynes Technology India Private Ltd.,Industrial products,1.09,7.2,0.51%,0.02%,0.51% (Feb 2024),0% (Mar 2023),2.43 k,95.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Pi Industries Ltd.,Pesticides & agrochemicals,0.5,7.1,0.50%,0.02%,1.01% (Jun 2023),0.48% (Jan 2024),1.94 k,0.00,Mid Cap,8.12,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Dixon Technologies (India) Ltd.,Consumer electronics,1.01,7.1,0.50%,0.03%,0.91% (Jun 2023),0.47% (Oct 2023),1.06 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Colgate - Palmolive (India) Limited,Personal care,0.49,7,0.49%,-0.03%,0.56% (Nov 2023),0% (Mar 2023),2.75 k,0.00,Large Cap,43.44,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
360 ONE WAM Ltd.,Other financial services,0.48,6.8,0.48%,0.05%,0.51% (Dec 2023),0% (Mar 2023),9.40 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
HDFC Bank Ltd.,Private sector bank,1.15,6.6,0.47%,-0.04%,4.34% (Oct 2023),0.47% (Feb 2024),4.72 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Minda Industries Ltd.,Auto components & equipments,2,6.3,0.45%,-0.03%,0.61% (Nov 2023),0.45% (Feb 2024),9.46 k,0.00,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
"#
Mahindra CIE Automotive Ltd.",Auto components & equipments,2,6.3,0.44%,0.44%,0.79% (Aug 2023),0% (Mar 2023),14.25 k,0.00,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
BSE Ltd.,Exchange and data platform,0.41,5.9,0.41%,-0.01%,0.64% (Oct 2023),0% (Mar 2023),2.48 k,0.00,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
FSN E-Commerce Ventures Ltd.,E-retail/ e-commerce,1.51,5.3,0.37%,-0.03%,0.4% (Jan 2024),0% (Mar 2023),33.75 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Uniparts India Ltd.,Industrial products,1.09,4.9,0.35%,-0.01%,0.72% (May 2023),0.35% (Feb 2024),8.43 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Central Depository Services (India) Ltd.,"Depositories, clearing houses and other intermediaries",0.31,4.4,0.31%,0.01%,0.55% (Sep 2023),0% (Mar 2023),2.31 k,0.00,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Stylam Industries Ltd.,Plywood boards/ laminates,0.3,4.2,0.30%,-0.02%,0.53% (Aug 2023),0% (Mar 2023),2.69 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Krsnaa Diagnostics Ltd.,Healthcare service provider,0.27,3.9,0.27%,-0.04%,0.32% (Oct 2023),0% (Mar 2023),5.95 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Honeywell Automation India Ltd.,Industrial products,1.09,3.2,0.23%,-0.01%,1% (Jul 2023),0.23% (Feb 2024),85.00,0.00,Mid Cap,8.12,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Aavas Financiers Ltd.,Housing finance company,0.94,3,0.21%,-0.02%,0.55% (Jun 2023),0% (Mar 2023),2.08 k,0.00,Mid Cap,8.12,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Aether Industries Ltd.,Specialty chemicals,0.2,2.8,0.20%,-0.01%,1.1% (Jun 2023),0% (Mar 2023),3.19 k,0.00,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
SBI Life Insurance Co Ltd. : Futures Near,Life insurance,0.74,-4.7,-0.33%,-0.02%,-0.26% (Mar 2023),-0.35% (Nov 2023),-3.00 k,-3.00 k,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Associated Cement Companies Ltd. : Futures Near,Cement & cement products,-0.03,-11.1,-0.79%,0.00%,-0.53% (Mar 2023),-0.79% (Jan 2024),-4.20 k,-4.20 k,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
HDFC Life Insurance Company Ltd. : Futures Near,Life insurance,0.74,-19.3,-1.37%,0.04%,-1.37% (Feb 2024),-3.37% (Nov 2023),-0.33 L,-0.33 L,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Tata Consultancy Services Ltd. : Futures Near,Computers - software & consulting,1.78,-19.5,-1.38%,-0.05%,-1.33% (Jan 2024),0% (Mar 2023),-4.73 k,-4.73 k,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Axis Bank Ltd. : Futures Near,Private sector bank,1.15,-43.3,-3.06%,0.10%,-2.92% (Aug 2023),0% (Mar 2023),-0.40 L,-0.40 L,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Ambuja Cements Ltd. : Futures Near,Cement & cement products,-0.03,-54.8,-3.87%,-0.15%,-2.59% (Mar 2023),-3.87% (Feb 2024),-0.90 L,-0.90 L,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
State Bank Of India : Futures Near,Public sector bank,0.53,-79.2,-5.60%,-0.62%,-4.33% (Mar 2023),-5.6% (Feb 2024),-1.05 L,-1.05 L,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
United Spirits Ltd. : Futures Near,Breweries & distilleries,-0.040000000000001,-119.8,-8.46%,-0.23%,-8.23% (Jan 2024),-10.66% (May 2023),-1.02 L,-1.02 L,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Sun Pharmaceutical Industries Ltd. : Futures Near,Pharmaceuticals,3.5,-136.7,-9.66%,-0.70%,-6.67% (May 2023),-9.66% (Feb 2024),-0.86 L,-0.86 L,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
CIE AUTOMOTIVE INDIA Ltd.,Auto components & equipments,2,6.9,0.00%,-0.51%,-,-,-,-,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Ratnamani Metals & Tubes Ltd.,Iron & steel products,,6.4,0.00%,-0.47%,-,-,-,-,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
J K Lakshmi Cement Ltd.,Cement & cement products,-0.03,7.1,0.00%,-0.52%,-,-,-,-,Small Cap,4.42,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
Syrma SGS Technology Ltd.,Industrial products,1.09,4.3,0.00%,-0.32%,-,-,-,-,Other,-23.78,invesco-india-equity-savings-fund-direct-plan-growth,MLI1108,Equity,02_Equity_saving
HDFC Bank Ltd.,Private sector bank,18.61,543.6,7.33%,-0.36%,8.82% (Sep 2023),7.11% (Jun 2023),3.87 L,10.45 k,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Reliance Industries Ltd.,Refineries & marketing,8.16,526.6,7.10%,-0.08%,7.18% (Jan 2024),1.7% (Jul 2023),1.80 L,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
ICICI Bank Ltd.,Private sector bank,18.61,379.6,5.12%,-0.06%,6.57% (Apr 2023),4.42% (Sep 2023),3.61 L,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Infosys Ltd.,Computers - software & consulting,6.18,309.8,4.18%,-0.11%,5.22% (Mar 2023),3.65% (Sep 2023),1.85 L,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Axis Bank Ltd.,Private sector bank,18.61,267.7,3.61%,-0.10%,3.94% (Nov 2023),1.23% (Aug 2023),2.49 L,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Tata Motors Ltd.,Passenger cars & utility vehicles,7.18,203.1,2.74%,0.10%,2.74% (Feb 2024),0% (Mar 2023),2.14 L,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Hindustan Unilever Ltd.,Diversified fmcg,2.32,152,2.05%,-0.13%,3.87% (Jun 2023),2.05% (Feb 2024),63.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Larsen & Toubro Ltd.,Civil construction,2.6,147.6,1.99%,-0.07%,2.06% (Jan 2024),0.64% (Aug 2023),42.44 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Bajaj Finance Ltd.,Non banking financial company (nbfc),2.52,123.4,1.66%,-0.16%,2.19% (Jul 2023),0.96% (Sep 2023),19.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Indusind Bank Ltd.,Private sector bank,18.61,122.4,1.65%,-0.13%,3.23% (Sep 2023),0.73% (Nov 2023),83.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Tata Motors Ltd. - A Class,Passenger cars & utility vehicles,7.18,122,1.65%,0.07%,1.65% (Feb 2024),1.18% (Mar 2023),1.93 L,0.00,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
State Bank Of India,Public sector bank,3.6,117.1,1.58%,0.18%,3.38% (Jul 2023),1.37% (Dec 2023),1.57 L,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Multi Commodity Exchange Of India Ltd.,Exchange and data platform,1.52,112.9,1.52%,0.09%,1.99% (Nov 2023),0% (Mar 2023),30.00 k,0.00,Small Cap,5.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
TD Power Systems Ltd.,Heavy electrical equipment,2.68,112,1.51%,-0.07%,1.86% (Jun 2023),0% (Mar 2023),3.75 L,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,7.18,106.1,1.43%,-0.05%,1.83% (Apr 2023),1.43% (Feb 2024),9.40 k,-1.00 k,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
NIIT Learning Systems Ltd.,Education,1.41,104.4,1.41%,0.09%,1.41% (Feb 2024),0% (Mar 2023),2.01 L,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,5.37,104.1,1.40%,-0.11%,1.51% (Jan 2024),0.5% (May 2023),66.00 k,-0.11 L,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Force Motors Ltd.,Passenger cars & utility vehicles,7.18,100.8,1.36%,0.53%,1.36% (Feb 2024),0.42% (Mar 2023),14.93 k,0.00,Small Cap,5.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,5.37,96.4,1.30%,0.02%,1.99% (Jul 2023),0% (Mar 2023),15.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Tech Mahindra Ltd.,Computers - software & consulting,6.18,86.6,1.17%,-0.10%,3.53% (Mar 2023),0.52% (Sep 2023),68.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Hindustan Petroleum Corporation Ltd.,Refineries & marketing,8.16,78.4,1.06%,0.06%,1.06% (Feb 2024),0.05% (Aug 2023),1.54 L,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Johnson Controls-Hitachi Air Conditioning India Ltd.,Household appliances,1.04,77.4,1.04%,-0.11%,1.5% (Aug 2023),0% (Mar 2023),70.00 k,0.00,Small Cap,5.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
ICRA Ltd.,Ratings,1.03,76.4,1.03%,0.03%,1.68% (Apr 2023),1% (Jan 2024),13.00 k,0.00,Small Cap,5.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
"-
Tata Steel Ltd.",Iron & steel products,1.13,68.2,0.92%,0.00%,1.7% (Aug 2023),0.88% (Oct 2023),4.84 L,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Mankind Pharma Ltd.,Pharmaceuticals,5.37,67.7,0.91%,0.03%,0.91% (Feb 2024),0% (Mar 2023),31.68 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Federal Bank Ltd.,Private sector bank,18.61,66.8,0.90%,-0.01%,1.28% (Jul 2023),0.9% (Feb 2024),4.44 L,0.00,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Triveni Turbine Ltd.,Heavy electrical equipment,2.68,66.3,0.89%,0.17%,1.73% (Apr 2023),0.73% (Jan 2024),1.33 L,-5.00 k,Small Cap,5.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
United Breweries Ltd.,Breweries & distilleries,1.07,57.7,0.78%,-0.08%,1.23% (Oct 2023),0% (Mar 2023),34.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
"#
Cummins India Ltd.","Compressors, pumps & diesel engines",0.74,54.8,0.74%,0.74%,0.74% (Feb 2024),0% (Mar 2023),20.00 k,20.00 k,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
InterGlobe Aviation Ltd.,Airline,0.72,53.6,0.72%,0.02%,1.58% (Jun 2023),0.62% (Sep 2023),17.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Canara Bank,Public sector bank,3.6,53.6,0.72%,0.08%,1.06% (Mar 2023),0.52% (Aug 2023),95.00 k,0.00,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Cholamandalam Investment & Finance Co. Ltd.,Non banking financial company (nbfc),2.52,52.3,0.71%,-0.09%,1.1% (Jun 2023),0.71% (Feb 2024),48.00 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Bank Of Baroda,Public sector bank,3.6,49.7,0.67%,0.02%,0.67% (Feb 2024),0.41% (Aug 2023),1.87 L,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Ultratech Cement Ltd.,Cement & cement products,1.48,49.5,0.67%,-0.04%,0.72% (Dec 2023),0% (Mar 2023),5.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
"#
Union Bank Of India",Public sector bank,3.6,46.5,0.63%,0.63%,0.63% (Feb 2024),0% (Mar 2023),3.17 L,3.17 L,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Aurobindo Pharma Ltd.,Pharmaceuticals,5.37,45.2,0.61%,-0.10%,0.71% (Jan 2024),0% (Mar 2023),44.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Sterling and Wilson Solar Private Ltd.,Civil construction,2.6,45.2,0.61%,0.02%,0.61% (Feb 2024),0% (Mar 2023),74.83 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Cipla Ltd.,Pharmaceuticals,5.37,44.4,0.60%,0.03%,1.43% (Jul 2023),0% (Mar 2023),30.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Titan Company Ltd.,"Gems, jewellery and watches",0.59,43.5,0.59%,-0.03%,1.19% (Apr 2023),0.58% (Sep 2023),12.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Info Edge (India) Ltd.,Internet & catalogue retail,0.57,42.1,0.57%,0.01%,0.68% (Jul 2023),0% (Mar 2023),8.00 k,0.00,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Alkem Laboratories Ltd.,Pharmaceuticals,5.37,41,0.55%,0.00%,1.28% (Dec 2023),0% (Mar 2023),8.00 k,0.00,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Tata Technologies Ltd.,Computers - software & consulting,6.18,37.6,0.51%,-0.03%,0.67% (Nov 2023),0% (Mar 2023),34.73 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Dalmia Bharat Ltd.,Cement & cement products,1.48,32.1,0.43%,-0.07%,0.92% (Aug 2023),0% (Mar 2023),15.87 k,0.00,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
"#
Adani Ports And Special Economic Zone Ltd.",Port & port services,0.41,30.4,0.41%,0.41%,0.41% (Feb 2024),0% (Mar 2023),23.00 k,23.00 k,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Clean Science and Technology Ltd.,Commodity chemicals,0.38,28.3,0.38%,-0.04%,0.68% (Apr 2023),0.38% (Feb 2024),20.00 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
C.E. Info Systems Ltd.,Software products,0.34,25.3,0.34%,-0.04%,0.62% (Apr 2023),0.34% (Feb 2024),14.00 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
"-
Metro Brands Ltd.",Footwear,0.33,24.8,0.33%,0.00%,0.45% (May 2023),0.33% (Jan 2024),21.79 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Tata Consultancy Services Ltd.,Computers - software & consulting,6.18,24,0.32%,0.01%,1.09% (Mar 2023),0.3% (Dec 2023),5.86 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
"-
Associated Cement Companies Ltd.",Cement & cement products,1.48,22.9,0.31%,0.00%,0.33% (Jul 2023),0% (Mar 2023),8.70 k,0.00,Mid Cap,6.5,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
United Spirits Ltd.,Breweries & distilleries,1.07,21.2,0.29%,0.01%,0.77% (Jul 2023),0.28% (Jan 2024),18.20 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
ABB India Ltd.,Heavy electrical equipment,2.68,20.6,0.28%,0.03%,0.52% (May 2023),0.24% (Oct 2023),3.79 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
ITC Limited,Diversified fmcg,2.32,20.2,0.27%,-0.03%,0.51% (Oct 2023),0% (Mar 2023),49.60 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
National Thermal Power Corporation Ltd.,Power generation,0.26,19.1,0.26%,0.01%,0.26% (Feb 2024),0% (Mar 2023),57.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
J S W Steel Ltd.,Iron & steel products,1.13,15.7,0.21%,-0.01%,0.24% (Sep 2023),0% (Mar 2023),19.58 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Doms Industries Ltd.,Stationary,0.2,14.8,0.20%,0.01%,0.2% (Feb 2024),0% (Mar 2023),9.77 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
Jio Financial Services Ltd.,Non banking financial company (nbfc),2.52,11.2,0.15%,0.03%,0.18% (Jul 2023),0% (Mar 2023),36.00 k,0.00,Other,15.33,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
"-
Ambuja Cements Ltd.",Cement & cement products,1.48,5.5,0.07%,0.00%,0.08% (Apr 2023),0.06% (Oct 2023),9.00 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
"-
Asian Paints (india) Ltd.",Paints,0.05,3.4,0.05%,0.00%,1.07% (May 2023),0.05% (Feb 2024),1.20 k,0.00,Large Cap,44.84,sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan,MID294,Equity,02_Equity_saving
